"InventoryChangeModel.inventoryListing.extension","InventoryChangeModel.inventoryListing.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InventoryChangeModel.inventoryListing.modifierExtension","InventoryChangeModel.inventoryListing.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InventoryChangeModel.inventoryListing.location","InventoryChangeModel.inventoryListing.location","","","",0,1,"","","","Reference {[]} {[]}
","Identification of the site where the items are/were located","Identification of the site where the items are/were located","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.inventoryListing.location",0,1,"",""
"InventoryChangeModel.inventoryListing.status","InventoryChangeModel.inventoryListing.status","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The inventory status of a set of items (of the same type)","The inventory status of a set of items (of the same type)","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.inventoryListing.status",0,1,"",""
"InventoryChangeModel.inventoryListing.items","InventoryChangeModel.inventoryListing.items","","","",0,*,"","","","BackboneElement {[]} {[]}
","The inventory items","The inventory items","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.inventoryListing.items",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InventoryChangeModel.inventoryListing.items.id","InventoryChangeModel.inventoryListing.items.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"InventoryChangeModel.inventoryListing.items.extension","InventoryChangeModel.inventoryListing.items.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InventoryChangeModel.inventoryListing.items.modifierExtension","InventoryChangeModel.inventoryListing.items.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InventoryChangeModel.inventoryListing.items.category","InventoryChangeModel.inventoryListing.items.category","","","",0,*,"","","","code {[]} {[]}
","The category of the inventory items","The category of the inventory items","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.inventoryListing.items.category",0,*,"",""
"InventoryChangeModel.inventoryListing.items.quantity","InventoryChangeModel.inventoryListing.items.quantity","","","",0,1,"","","","Quantity {[]} {[]}
","Quantity of items","Quantity of items","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.inventoryListing.items.quantity",0,1,"",""
"InventoryChangeModel.inventoryListing.items.item","InventoryChangeModel.inventoryListing.items.item","","","",0,1,"","","","BackboneElement {[]} {[]}
","An item or set of items (of the same type and status)","An item or set of items (of the same type and status)","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.inventoryListing.items.item",0,1,"",""
"InventoryChangeModel.inventoryListing.countingDateTime","InventoryChangeModel.inventoryListing.countingDateTime","","","",0,1,"","","","dateTime {[]} {[]}
","The time that the changes in this listing actually occurred","The time that the changes in this listing actually occurred","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.inventoryListing.countingDateTime",0,1,"",""
